Time (s),Voltage (V)
240.39,-82.18
240.59,-82.18
240.8,-81.62
241,-81.62
241.2,-81.62
241.4,-81.62
241.6,-81.62
241.8,-81.9
242,-81.62
242.2,-81.62
242.4,-81.62
242.6,-81.62
242.8,-81.9
243.01,-81.62
243.21,-81.35
243.41,-81.9
243.61,-81.07
243.81,-81.35
244.01,-81.07
244.21,-81.35
244.41,-81.07
244.61,-81.07
244.82,-81.07
245.02,-81.62
245.22,-80.79
245.42,-81.35
245.62,-81.07
245.82,-81.35
246.02,-81.35
246.22,-81.07
246.42,-81.07
246.62,-80.79
246.83,-80.79
247.03,-81.07
247.23,-81.07
247.43,-81.35
247.63,-81.07
247.83,-80.79
248.03,-81.07
248.23,-81.35
248.43,-81.07
248.63,-81.35
248.84,-80.51
249.04,-80.79
249.24,-80.79
249.44,-80.79
249.64,-81.07
249.84,-80.79
250.04,-80.79
250.24,-80.79
250.44,-80.51
250.64,-80.51
250.85,-80.79
251.05,-80.79
251.25,-80.23
251.45,-80.23
251.65,-80.23
251.85,-80.79
252.05,-80.51
252.25,-80.51
252.45,-80.79
252.65,-80.23
252.86,-80.51
253.06,-80.51
253.26,-80.23
253.46,-80.51
253.66,-80.51
253.86,-79.95
254.06,-79.95
254.26,-80.51
254.46,-79.95
254.66,-80.23
254.87,-80.23
255.07,-80.23
255.27,-80.23
255.47,-79.95
255.67,-79.95
255.87,-79.95
256.07,-79.95
256.27,-79.95
256.47,-79.67
256.67,-79.95
256.88,-79.67
257.08,-79.95
257.28,-79.67
257.48,-79.95
257.68,-79.67
257.88,-79.95
258.08,-79.67
258.28,-79.67
258.48,-79.39
258.68,-79.67
258.89,-79.95
259.09,-79.95
259.29,-79.67
259.49,-79.95
259.69,-79.95
259.89,-79.67
260.09,-79.39
260.29,-79.39
260.49,-79.39
260.7,-79.39
260.89,-79.39
261.1,-79.11
261.3,-79.67
261.5,-79.67
261.7,-79.39
261.9,-79.39
262.1,-79.67
262.3,-79.67
262.5,-79.11
262.7,-79.11
262.91,-79.39
263.11,-79.39
263.31,-79.67
263.51,-79.11
263.71,-79.11
263.91,-79.11
264.11,-79.11
264.31,-79.39
264.51,-79.11
264.72,-79.11
264.92,-78.83
265.12,-78.83
265.32,-78.83
265.52,-79.11
265.72,-78.83
265.92,-79.11
266.12,-78.56
266.32,-78.83
266.52,-79.11
266.73,-78.83
266.93,-78.56
267.13,-78.83
267.33,-78.28
267.53,-78.56
267.73,-78.56
267.93,-78.83
268.13,-78.83
268.33,-78.56
268.53,-78.83
268.73,-78.83
268.94,-78.56
269.14,-78.56
269.34,-78.56
